date,frame_id,human_id,processing_time,violation_type,violation_probability,screenshot_path
2025-12-12,2,human_1,19:02:40.101,no_helmet,0.84,frames/frame_000002.jpg
2025-12-12,2,human_1,19:02:40.101,no_vest,0.85,frames/frame_000002.jpg
2025-12-12,33,human_1,19:02:49.716,no_gloves,0.76,frames/frame_000033.jpg
2025-12-12,55,human_2,19:02:56.604,no_vest,0.79,frames/frame_000055.jpg
2025-12-12,119,human_3,19:03:16.375,no_vest,0.77,frames/frame_000119.jpg
2025-12-12,138,human_3,19:03:22.116,no_helmet,0.87,frames/frame_000138.jpg
2025-12-12,165,human_3,19:03:30.422,no_gloves,0.75,frames/frame_000165.jpg
2025-12-12,284,human_4,19:04:07.313,no_helmet,0.86,frames/frame_000284.jpg
2025-12-12,284,human_4,19:04:07.313,no_vest,0.84,frames/frame_000284.jpg
2025-12-12,363,human_4,19:04:31.660,no_gloves,0.71,frames/frame_000363.jpg
2025-12-12,705,human_6,19:06:30.840,no_vest,0.86,frames/frame_000705.jpg
2025-12-12,705,human_7,19:06:30.840,no_vest,0.81,frames/frame_000705.jpg
2025-12-12,707,human_8,19:06:31.475,no_vest,0.5,frames/frame_000707.jpg
2025-12-12,712,human_6,19:06:33.129,no_gloves,0.74,frames/frame_000712.jpg
2025-12-12,717,human_1,19:06:34.824,no_vest,0.83,frames/frame_000717.jpg
2025-12-12,717,human_1,19:06:34.825,no_gloves,0.59,frames/frame_000717.jpg
2025-12-12,717,human_2,19:06:34.825,no_vest,0.8,frames/frame_000717.jpg
2025-12-12,721,human_3,19:06:36.093,no_vest,0.7,frames/frame_000721.jpg
2025-12-12,846,human_4,19:07:27.839,no_helmet,0.7,frames/frame_000846.jpg
2025-12-12,852,human_1,19:07:29.742,no_helmet,0.64,frames/frame_000852.jpg
2025-12-12,864,human_1,19:07:36.080,no_helmet,0.7,frames/frame_000864.jpg
2025-12-12,871,human_2,19:07:38.261,no_vest,0.68,frames/frame_000871.jpg
2025-12-12,946,human_1,19:08:13.414,no_helmet,0,frames/frame_000946.jpg
2025-12-12,946,human_2,19:08:13.414,no_vest,0.6,frames/frame_000946.jpg
2025-12-12,947,human_1,19:08:13.803,no_vest,0.73,frames/frame_000947.jpg
2025-12-12,947,human_3,19:08:13.804,no_vest,0.55,frames/frame_000947.jpg
2025-12-12,949,human_2,19:08:14.472,no_helmet,0.59,frames/frame_000949.jpg
2025-12-12,994,human_3,19:08:29.331,no_helmet,0.68,frames/frame_000994.jpg
2025-12-12,996,human_4,19:08:30.073,no_vest,0.68,frames/frame_000996.jpg
2025-12-12,1020,human_1,19:08:47.749,no_vest,0.72,frames/frame_001020.jpg
2025-12-12,1020,human_2,19:08:47.824,no_helmet,0.66,frames/frame_001020.jpg
2025-12-12,1020,human_2,19:08:47.824,no_vest,0,frames/frame_001020.jpg
2025-12-12,1025,human_1,19:08:49.379,no_helmet,0.83,frames/frame_001025.jpg
2025-12-12,1027,human_3,19:08:50.074,no_vest,0,frames/frame_001027.jpg
2025-12-12,1041,human_1,19:08:54.847,no_helmet,0,frames/frame_001041.jpg
2025-12-12,1041,human_1,19:08:54.847,no_vest,0,frames/frame_001041.jpg
2025-12-12,1041,human_2,19:08:54.847,no_helmet,0.83,frames/frame_001041.jpg
2025-12-12,1041,human_2,19:08:54.847,no_vest,0.8,frames/frame_001041.jpg
2025-12-12,1046,human_1,19:08:58.304,no_helmet,0.52,frames/frame_001046.jpg
2025-12-12,1046,human_1,19:08:58.304,no_vest,0.72,frames/frame_001046.jpg
2025-12-12,1046,human_2,19:08:58.305,no_helmet,0.66,frames/frame_001046.jpg
2025-12-12,1046,human_2,19:08:58.305,no_vest,0,frames/frame_001046.jpg
2025-12-12,1052,human_3,19:09:00.629,no_vest,0,frames/frame_001052.jpg
2025-12-12,1068,human_1,19:09:06.230,no_helmet,0,frames/frame_001068.jpg
2025-12-12,1068,human_1,19:09:06.230,no_vest,0,frames/frame_001068.jpg
2025-12-12,1068,human_2,19:09:06.230,no_helmet,0.83,frames/frame_001068.jpg
2025-12-12,1068,human_2,19:09:06.230,no_vest,0.81,frames/frame_001068.jpg
2025-12-12,1085,human_1,19:09:11.919,no_gloves,0.5,frames/frame_001085.jpg
2025-12-12,1121,human_3,19:09:24.016,no_vest,0,frames/frame_001121.jpg
2025-12-12,1127,human_1,19:09:30.096,no_helmet,0.51,frames/frame_001127.jpg
2025-12-12,1127,human_1,19:09:30.096,no_vest,0,frames/frame_001127.jpg
2025-12-12,1127,human_1,19:09:30.096,no_gloves,0,frames/frame_001127.jpg
2025-12-12,1127,human_2,19:09:30.099,no_helmet,0,frames/frame_001127.jpg
2025-12-12,1127,human_2,19:09:30.099,no_vest,0.75,frames/frame_001127.jpg
2025-12-12,1132,human_1,19:09:31.798,no_helmet,0,frames/frame_001132.jpg
2025-12-12,1132,human_1,19:09:31.798,no_vest,0,frames/frame_001132.jpg
2025-12-12,1132,human_1,19:09:31.798,no_gloves,0,frames/frame_001132.jpg
2025-12-12,1132,human_2,19:09:31.798,no_helmet,0.82,frames/frame_001132.jpg
