date,frame_id,human_id,processing_time,violation_type,violation_probability,screenshot_path
2025-12-12,1132,human_2,19:09:31.798,no_vest,0.81,frames/frame_001132.jpg
2025-12-12,1132,human_3,19:09:31.799,no_vest,0,frames/frame_001132.jpg
2025-12-12,1135,human_1,19:09:32.839,no_helmet,0.66,frames/frame_001135.jpg
2025-12-12,1135,human_1,19:09:32.839,no_vest,0,frames/frame_001135.jpg
2025-12-12,1135,human_1,19:09:32.839,no_gloves,0,frames/frame_001135.jpg
2025-12-12,1135,human_2,19:09:32.839,no_helmet,0.9,frames/frame_001135.jpg
2025-12-12,1135,human_2,19:09:32.839,no_vest,0.83,frames/frame_001135.jpg
2025-12-12,1137,human_1,19:09:33.472,no_helmet,0,frames/frame_001137.jpg
2025-12-12,1137,human_1,19:09:33.472,no_vest,0,frames/frame_001137.jpg
2025-12-12,1137,human_1,19:09:33.472,no_gloves,0,frames/frame_001137.jpg
2025-12-12,1137,human_2,19:09:33.473,no_helmet,0.81,frames/frame_001137.jpg
2025-12-12,1137,human_2,19:09:33.473,no_vest,0.82,frames/frame_001137.jpg
2025-12-12,1139,human_1,19:09:34.124,no_helmet,0,frames/frame_001139.jpg
2025-12-12,1139,human_1,19:09:34.124,no_vest,0,frames/frame_001139.jpg
2025-12-12,1139,human_1,19:09:34.124,no_gloves,0,frames/frame_001139.jpg
2025-12-12,1139,human_2,19:09:34.124,no_helmet,0.86,frames/frame_001139.jpg
2025-12-12,1139,human_2,19:09:34.124,no_vest,0.58,frames/frame_001139.jpg
2025-12-12,1141,human_1,19:09:34.785,no_helmet,0,frames/frame_001141.jpg
2025-12-12,1141,human_1,19:09:34.785,no_vest,0,frames/frame_001141.jpg
2025-12-12,1141,human_1,19:09:34.785,no_gloves,0,frames/frame_001141.jpg
2025-12-12,1141,human_2,19:09:34.785,no_helmet,0.82,frames/frame_001141.jpg
2025-12-12,1141,human_2,19:09:34.786,no_vest,0.59,frames/frame_001141.jpg
2025-12-12,1145,human_1,19:09:41.192,no_helmet,0.52,frames/frame_001145.jpg
2025-12-12,1145,human_1,19:09:41.192,no_vest,0.72,frames/frame_001145.jpg
2025-12-12,1145,human_1,19:09:41.193,no_gloves,0,frames/frame_001145.jpg
2025-12-12,1145,human_2,19:09:41.193,no_helmet,0.66,frames/frame_001145.jpg
2025-12-12,1145,human_2,19:09:41.193,no_vest,0,frames/frame_001145.jpg
2025-12-12,1152,human_3,19:09:43.447,no_vest,0,frames/frame_001152.jpg
2025-12-12,1174,human_1,19:09:50.692,no_helmet,0,frames/frame_001174.jpg
2025-12-12,1174,human_1,19:09:50.692,no_vest,0,frames/frame_001174.jpg
2025-12-12,1174,human_2,19:09:50.692,no_helmet,0.83,frames/frame_001174.jpg
2025-12-12,1174,human_2,19:09:50.692,no_vest,0.81,frames/frame_001174.jpg
2025-12-12,1178,human_1,19:09:54.055,no_helmet,0.52,frames/frame_001178.jpg
2025-12-12,1178,human_1,19:09:54.056,no_vest,0.72,frames/frame_001178.jpg
2025-12-12,1178,human_2,19:09:54.056,no_helmet,0.66,frames/frame_001178.jpg
2025-12-12,1178,human_2,19:09:54.056,no_vest,0,frames/frame_001178.jpg
2025-12-12,1185,human_3,19:09:56.311,no_vest,0,frames/frame_001185.jpg
2025-12-12,1221,human_2,19:10:08.333,no_gloves,0.69,frames/frame_001221.jpg
2025-12-12,1259,human_4,19:10:21.550,no_vest,0,frames/frame_001259.jpg
2025-12-12,1263,human_1,19:10:23.900,no_helmet,0,frames/frame_001263.jpg
2025-12-12,1263,human_1,19:10:23.900,no_vest,0.72,frames/frame_001263.jpg
2025-12-12,1263,human_2,19:10:23.900,no_helmet,0.66,frames/frame_001263.jpg
2025-12-12,1263,human_2,19:10:23.900,no_vest,0,frames/frame_001263.jpg
2025-12-12,1263,human_2,19:10:23.900,no_gloves,0,frames/frame_001263.jpg
2025-12-12,1270,human_3,19:10:26.198,no_vest,0,frames/frame_001270.jpg
