date,frame_id,human_id,processing_time,violation_type,violation_probability,screenshot_path
2025-12-19,25,human_1,23:17:08.921,no_gloves,0.68,frames/frame_000025.jpg
2025-12-19,27,human_2,23:17:09.487,no_vest,0.61,frames/frame_000027.jpg
2025-12-19,101,human_2,23:17:33.755,no_vest,0.57,frames/frame_000101.jpg
2025-12-19,204,human_2,23:18:03.314,no_vest,0.57,frames/frame_000204.jpg
2025-12-19,292,human_2,23:18:36.460,no_vest,0.57,frames/frame_000292.jpg
2025-12-19,313,human_1,23:18:43.317,no_gloves,0.64,frames/frame_000313.jpg
2025-12-19,408,human_3,23:19:23.829,no_vest,0.49,frames/frame_000408.jpg
2025-12-19,440,human_2,23:19:34.790,no_vest,0.58,frames/frame_000440.jpg
2025-12-19,541,human_2,23:24:06.880,no_vest,0.81,frames/frame_000541.jpg
2025-12-19,541,human_3,23:24:06.882,no_vest,0.64,frames/frame_000541.jpg
2025-12-19,541,human_4,23:24:06.882,no_helmet,0.79,frames/frame_000541.jpg
2025-12-19,541,human_4,23:24:06.882,no_vest,0.78,frames/frame_000541.jpg
2025-12-19,542,human_1,23:24:07.396,no_vest,0.75,frames/frame_000542.jpg
2025-12-19,548,human_1,23:24:09.833,no_helmet,0.69,frames/frame_000548.jpg
2025-12-19,560,human_3,23:24:15.357,no_helmet,0.79,frames/frame_000560.jpg
2025-12-19,568,human_3,23:24:18.727,no_gloves,0.62,frames/frame_000568.jpg
2025-12-19,569,human_2,23:24:19.118,no_helmet,0.57,frames/frame_000569.jpg
2025-12-19,606,human_2,23:24:39.182,no_vest,0.68,frames/frame_000606.jpg
2025-12-19,606,human_1,23:24:39.182,no_vest,0.84,frames/frame_000606.jpg
2025-12-19,606,human_3,23:24:39.182,no_helmet,0.71,frames/frame_000606.jpg
2025-12-19,606,human_3,23:24:39.182,no_vest,0.72,frames/frame_000606.jpg
2025-12-19,615,human_4,23:24:43.300,no_vest,0.8,frames/frame_000615.jpg
2025-12-19,615,human_2,23:24:43.301,no_helmet,0.47,frames/frame_000615.jpg
2025-12-19,628,human_4,23:24:49.172,no_helmet,0.72,frames/frame_000628.jpg
2025-12-19,630,human_4,23:24:50.274,no_gloves,0.42,frames/frame_000630.jpg
2025-12-19,640,human_1,23:24:54.565,no_helmet,0.41,frames/frame_000640.jpg
2025-12-19,643,human_1,23:24:55.750,no_gloves,0.43,frames/frame_000643.jpg
2025-12-19,672,human_5,23:25:22.576,no_vest,0.68,frames/frame_000672.jpg
2025-12-19,681,human_5,23:25:27.475,no_helmet,0.69,frames/frame_000681.jpg
2025-12-19,682,human_2,23:25:28.365,no_gloves,0.44,frames/frame_000682.jpg
2025-12-19,695,human_2,23:25:38.636,no_vest,0.84,frames/frame_000695.jpg
2025-12-19,695,human_3,23:25:38.637,no_helmet,0.73,frames/frame_000695.jpg
2025-12-19,695,human_3,23:25:38.637,no_vest,0.74,frames/frame_000695.jpg
2025-12-19,696,human_4,23:25:39.137,no_vest,0.68,frames/frame_000696.jpg
2025-12-19,704,human_1,23:25:44.260,no_vest,0.79,frames/frame_000704.jpg
2025-12-19,704,human_4,23:25:44.261,no_helmet,0.7,frames/frame_000704.jpg
2025-12-19,718,human_1,23:25:52.426,no_gloves,0.51,frames/frame_000718.jpg
2025-12-19,722,human_2,23:25:54.922,no_helmet,0.37,frames/frame_000722.jpg
2025-12-19,724,human_1,23:25:56.199,no_helmet,0.37,frames/frame_000724.jpg
2025-12-19,727,human_2,23:25:57.694,no_gloves,0.52,frames/frame_000727.jpg
