date,frame_id,human_id,processing_time,violation_type,violation_probability,screenshot_path
2025-12-10,4,human_1,21:47:50.154,no_helmet,0.6,frames/frame_000004.jpg
2025-12-10,6,human_2,21:47:50.783,no_vest,0.73,frames/frame_000006.jpg
2025-12-10,84,human_1,21:48:19.881,no_vest,0.75,frames/frame_000084.jpg
2025-12-10,85,human_4,21:48:20.216,no_vest,0.84,frames/frame_000085.jpg
2025-12-10,90,human_1,21:48:21.982,no_vest,0.84,frames/frame_000090.jpg
2025-12-10,94,human_2,21:48:23.314,no_vest,0.77,frames/frame_000094.jpg
2025-12-10,108,human_1,21:48:27.937,no_gloves,0.68,frames/frame_000108.jpg
2025-12-10,180,human_5,21:59:26.101,no_vest,0.83,frames/frame_000180.jpg
2025-12-10,181,human_1,21:59:26.472,no_vest,0.85,frames/frame_000181.jpg
2025-12-10,181,human_2,21:59:26.472,no_vest,0.75,frames/frame_000181.jpg
2025-12-10,188,human_1,21:59:28.692,no_gloves,0.73,frames/frame_000188.jpg
2025-12-10,334,human_3,22:00:25.350,no_vest,0.69,frames/frame_000334.jpg
2025-12-10,337,human_3,22:00:26.312,no_helmet,0.72,frames/frame_000337.jpg
2025-12-10,343,human_2,22:00:28.271,no_vest,0.75,frames/frame_000343.jpg
2025-12-10,344,human_1,22:00:28.621,no_helmet,0.51,frames/frame_000344.jpg
2025-12-10,346,human_1,22:00:29.328,no_vest,0.6,frames/frame_000346.jpg
2025-12-10,353,human_4,22:00:31.658,no_vest,0.75,frames/frame_000353.jpg
2025-12-10,408,human_3,22:00:53.081,no_vest,0.68,frames/frame_000408.jpg
2025-12-10,410,human_3,22:00:53.734,no_helmet,0.72,frames/frame_000410.jpg
2025-12-10,416,human_2,22:00:55.713,no_helmet,0.52,frames/frame_000416.jpg
2025-12-10,417,human_2,22:00:56.009,no_vest,0.71,frames/frame_000417.jpg
2025-12-10,426,human_4,22:00:59.029,no_vest,0.66,frames/frame_000426.jpg
2025-12-10,441,human_1,22:01:04.068,no_vest,0.68,frames/frame_000441.jpg
2025-12-10,688,human_10,22:03:49.343,no_gloves,0.59,frames/frame_000688.jpg
2025-12-10,726,human_5,22:04:03.500,no_gloves,0.74,frames/frame_000726.jpg
2025-12-10,745,human_1,22:04:29.029,no_vest,0.78,frames/frame_000745.jpg
2025-12-10,746,human_1,22:04:29.335,no_helmet,0.64,frames/frame_000746.jpg
2025-12-10,760,human_1,22:04:33.858,no_vest,0.76,frames/frame_000760.jpg
2025-12-10,768,human_2,22:05:06.063,no_vest,0.78,frames/frame_000768.jpg
2025-12-10,773,human_1,22:05:07.729,no_vest,0.75,frames/frame_000773.jpg
