date,frame_id,human_id,processing_time,violation_type,violation_probability,screenshot_path
2026-01-29,4,human_2,00:02:43.542,no_helmet,0.77,frames/frame_000004.jpg
2026-01-29,4,human_2,00:02:43.542,no_vest,0.79,frames/frame_000004.jpg
2026-01-29,4,human_2,00:02:43.542,no_gloves,0.81,frames/frame_000004.jpg
2026-01-29,8,human_1,00:02:45.257,no_helmet,0.68,frames/frame_000008.jpg
2026-01-29,11,human_1,00:02:46.549,no_vest,0.62,frames/frame_000011.jpg
2026-01-29,21,human_1,00:02:50.563,no_gloves,0.53,frames/frame_000021.jpg
2026-01-29,75,human_2,00:03:40.489,no_helmet,0.83,frames/frame_000075.jpg
2026-01-29,75,human_2,00:03:40.490,no_vest,0.76,frames/frame_000075.jpg
2026-01-29,76,human_2,00:03:40.966,no_gloves,0.75,frames/frame_000076.jpg
2026-01-29,78,human_1,00:03:41.760,no_vest,0.63,frames/frame_000078.jpg
2026-01-29,84,human_1,00:03:44.288,no_helmet,0.62,frames/frame_000084.jpg
2026-01-29,105,human_1,00:03:53.553,no_gloves,0.75,frames/frame_000105.jpg
