date,frame_id,human_id,processing_time,violation_type,violation_probability,screenshot_path
2025-11-28,0,human_1,14:05:16.333,no_helmet,0.85,frames/frame_000000.jpg
2025-11-28,0,human_1,14:05:16.333,no_vest,0.61,frames/frame_000000.jpg
2025-11-28,16,human_1,14:05:19.723,no_gloves,0.79,frames/frame_000016.jpg
2025-11-28,365,human_2,14:06:23.062,no_helmet,0.86,frames/frame_000365.jpg
2025-11-28,365,human_2,14:06:23.062,no_vest,0.86,frames/frame_000365.jpg
2025-11-28,372,human_2,14:06:25.022,no_gloves,0.78,frames/frame_000372.jpg
2025-11-28,609,human_3,14:08:46.765,no_helmet,0.71,frames/frame_000609.jpg
2025-11-28,710,human_5,14:09:16.412,no_helmet,0.71,frames/frame_000710.jpg
2025-11-28,717,human_6,14:09:17.352,no_vest,0.6,frames/frame_000717.jpg
2025-11-28,848,human_5,14:09:51.047,no_vest,0.75,frames/frame_000848.jpg
2025-11-28,848,human_8,14:09:51.048,no_vest,0.77,frames/frame_000848.jpg
2025-11-28,855,human_8,14:09:52.834,no_gloves,0.56,frames/frame_000855.jpg
2025-11-28,923,human_5,14:10:05.971,no_gloves,0.59,frames/frame_000923.jpg
2025-11-28,978,human_8,14:10:17.149,no_helmet,0.66,frames/frame_000978.jpg
2025-11-28,1117,human_11,14:10:54.255,no_helmet,0.63,frames/frame_001117.jpg
2025-11-28,1117,human_11,14:10:54.255,no_vest,0.64,frames/frame_001117.jpg
2025-11-28,1117,human_12,14:10:54.255,no_helmet,0.63,frames/frame_001117.jpg
2025-11-28,1117,human_12,14:10:54.255,no_vest,0.64,frames/frame_001117.jpg
2025-11-28,1120,human_13,14:10:55.079,no_vest,0.57,frames/frame_001120.jpg
2025-11-28,1128,human_14,14:10:57.253,no_helmet,0.64,frames/frame_001128.jpg
2025-11-28,1128,human_14,14:10:57.253,no_vest,0.81,frames/frame_001128.jpg
2025-11-28,1135,human_13,14:10:58.487,no_helmet,0.63,frames/frame_001135.jpg
