date,frame_id,human_id,processing_time,violation_type,violation_probability,screenshot_path
2025-12-10,14,human_1,20:36:04.782,no_helmet,0.88,frames/frame_000014.jpg
2025-12-10,21,human_1,20:36:08.274,no_vest,0.63,frames/frame_000021.jpg
2025-12-10,21,human_1,20:36:08.275,no_gloves,0.5,frames/frame_000021.jpg
2025-12-10,144,human_2,20:36:50.478,no_helmet,0.73,frames/frame_000144.jpg
2025-12-10,144,human_2,20:36:50.479,no_vest,0.76,frames/frame_000144.jpg
2025-12-10,144,human_3,20:36:50.479,no_helmet,0.77,frames/frame_000144.jpg
2025-12-10,144,human_3,20:36:50.479,no_vest,0.78,frames/frame_000144.jpg
2025-12-10,150,human_2,20:36:54.131,no_gloves,0.54,frames/frame_000150.jpg
2025-12-10,151,human_4,20:36:54.673,no_vest,0.7,frames/frame_000151.jpg
2025-12-10,157,human_4,20:36:57.634,no_helmet,0.78,frames/frame_000157.jpg
2025-12-10,186,human_4,20:37:12.615,no_gloves,0.53,frames/frame_000186.jpg
