date,frame_id,human_id,processing_time,violation_type,violation_probability,screenshot_path
2026-01-21,6,human_1,20:31:36.006,no_vest,0.6,frames/frame_000006.jpg
2026-01-21,7,human_1,20:31:36.303,no_helmet,0.64,frames/frame_000007.jpg
2026-01-21,45,human_2,20:31:48.513,no_helmet,0.65,frames/frame_000045.jpg
2026-01-21,99,human_2,20:32:04.888,no_vest,0.6,frames/frame_000099.jpg
2026-01-21,124,human_2,20:32:12.643,no_gloves,0.44,frames/frame_000124.jpg
2026-01-21,124,human_1,20:32:12.643,no_gloves,0.44,frames/frame_000124.jpg
