                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    146,                 1.3964,                  1.791,                 1.6774,                0.79688,                0.69906,                0.76406,                0.46866,                 1.6347,                 2.0114,                 1.9321,              0.0063669,              0.0063669,              0.0063669
                    147,                 1.4035,                 1.8124,                 1.6925,                0.78457,                0.71963,                 0.7661,                0.45968,                 1.6388,                 1.9805,                 1.9456,               0.006324,               0.006324,               0.006324
                    148,                 1.3763,                 1.7407,                 1.6618,                0.80897,                0.71348,                0.76339,                0.46936,                 1.6141,                 1.9571,                 1.9215,               0.006281,               0.006281,               0.006281
                    149,                 1.3587,                 1.7704,                 1.6579,                0.81095,                0.70875,                0.77128,                0.47982,                 1.5848,                 1.9597,                 1.9015,              0.0062379,              0.0062379,              0.0062379
                    150,                 1.3622,                 1.7687,                 1.6667,                0.82213,                0.69157,                0.76817,                0.47442,                 1.5806,                 2.0186,                 1.9219,              0.0061948,              0.0061948,              0.0061948
                    151,                  1.358,                 1.7255,                 1.6596,                0.80687,                0.72246,                0.77689,                0.47603,                 1.6079,                 1.9158,                 1.9261,              0.0061515,              0.0061515,              0.0061515
                    152,                 1.3652,                 1.7032,                 1.6519,                0.81593,                0.72265,                0.78222,                0.47876,                 1.6119,                 1.9507,                 1.9003,              0.0061081,              0.0061081,              0.0061081
                    153,                 1.3752,                  1.697,                 1.6452,                0.82723,                 0.7123,                0.77947,                0.48103,                 1.5864,                 1.9516,                 1.9086,              0.0060647,              0.0060647,              0.0060647
                    154,                 1.3665,                 1.7277,                 1.6537,                0.81873,                0.70338,                0.77367,                0.47259,                 1.5952,                 1.9151,                 1.9187,              0.0060211,              0.0060211,              0.0060211
                    155,                 1.3792,                 1.7512,                 1.6578,                0.78212,                0.74864,                0.77919,                0.47591,                 1.5728,                 1.9209,                 1.8821,              0.0059775,              0.0059775,              0.0059775
                    156,                 1.3464,                 1.6828,                 1.6426,                0.81649,                0.71411,                0.79322,                0.48881,                 1.5768,                 1.8941,                 1.9057,              0.0059339,              0.0059339,              0.0059339
                    157,                 1.3325,                 1.6535,                 1.6398,                0.81686,                0.70914,                0.77765,                0.47878,                 1.5632,                 1.9042,                 1.8841,              0.0058901,              0.0058901,              0.0058901
                    158,                 1.3508,                 1.6845,                  1.657,                0.79887,                0.72765,                0.78232,                0.47949,                 1.5943,                 1.9314,                 1.9084,              0.0058463,              0.0058463,              0.0058463
                    159,                 1.3361,                 1.6516,                 1.6333,                0.79239,                0.70952,                0.76615,                0.46553,                 1.6003,                 2.0258,                 1.9067,              0.0058024,              0.0058024,              0.0058024
                    160,                 1.3424,                 1.6925,                 1.6396,                0.82136,                0.72378,                0.78433,                0.47202,                 1.5786,                 1.8494,                 1.8906,              0.0057585,              0.0057585,              0.0057585
                    161,                 1.3382,                 1.6975,                 1.6417,                0.82646,                 0.7111,                0.78772,                0.48609,                 1.5731,                 1.9061,                  1.894,              0.0057145,              0.0057145,              0.0057145
                    162,                 1.3538,                 1.6836,                 1.6456,                0.81972,                0.72172,                0.78555,                0.47531,                 1.6136,                 1.9188,                 1.9241,              0.0056704,              0.0056704,              0.0056704
                    163,                 1.3552,                 1.7336,                 1.6502,                0.81215,                0.72621,                0.78572,                0.48208,                 1.5812,                 1.9219,                 1.9047,              0.0056263,              0.0056263,              0.0056263
                    164,                 1.3562,                 1.6644,                 1.6364,                0.78419,                0.73675,                0.78384,                0.47257,                 1.5979,                 1.9336,                 1.9007,              0.0055821,              0.0055821,              0.0055821
                    165,                 1.3386,                 1.6828,                 1.6575,                0.77419,                0.73034,                 0.7716,                0.46977,                 1.6105,                 1.9491,                 1.9258,              0.0055379,              0.0055379,              0.0055379
                    166,                 1.3425,                 1.6591,                 1.6351,                0.79097,                0.74531,                0.78203,                0.47869,                 1.5926,                 1.9032,                 1.9158,              0.0054937,              0.0054937,              0.0054937
                    167,                 1.3393,                 1.6801,                 1.6567,                0.80162,                0.73527,                  0.788,                0.48398,                 1.5899,                  1.889,                 1.9015,              0.0054494,              0.0054494,              0.0054494
                    168,                 1.3511,                 1.6814,                 1.6378,                 0.8388,                0.71083,                  0.783,                0.48184,                 1.5695,                 1.8743,                 1.8731,              0.0054051,              0.0054051,              0.0054051
                    169,                 1.3262,                 1.6461,                 1.6201,                0.81195,                0.71745,                0.78197,                0.48244,                 1.5771,                  1.931,                 1.9031,              0.0053608,              0.0053608,              0.0053608
                    170,                 1.3398,                 1.6449,                 1.6374,                0.81677,                0.71097,                0.78701,                0.48642,                 1.5796,                 1.8401,                 1.8905,              0.0053165,              0.0053165,              0.0053165
                    171,                 1.3084,                  1.651,                 1.6145,                0.82615,                  0.742,                0.79352,                0.49152,                  1.589,                 1.8701,                 1.9148,              0.0052721,              0.0052721,              0.0052721
                    172,                 1.3144,                 1.6203,                 1.6249,                0.82804,                0.73381,                0.79248,                 0.4854,                 1.5876,                 1.8806,                 1.9102,              0.0052277,              0.0052277,              0.0052277
                    173,                 1.3048,                 1.6152,                 1.6134,                 0.8569,                 0.7317,                0.79593,                 0.4838,                  1.576,                 1.8353,                  1.893,              0.0051833,              0.0051833,              0.0051833
                    174,                 1.3201,                 1.6095,                 1.6255,                0.80987,                0.74297,                0.79407,                0.48218,                 1.5799,                  1.843,                 1.9113,              0.0051389,              0.0051389,              0.0051389
                    175,                 1.3428,                 1.6619,                 1.6504,                 0.8225,                0.74501,                0.79007,                0.48799,                 1.5618,                 1.8513,                 1.8825,              0.0050944,              0.0050944,              0.0050944
                    176,                 1.3385,                 1.6567,                 1.6478,                0.81383,                0.72498,                0.78576,                0.48714,                 1.6002,                  1.893,                 1.9019,                0.00505,                0.00505,                0.00505
                    177,                 1.3162,                 1.6271,                 1.6171,                0.84335,                0.71719,                0.79348,                0.49091,                 1.5589,                 1.8396,                 1.8818,              0.0050056,              0.0050056,              0.0050056
                    178,                 1.3178,                 1.5991,                  1.636,                 0.8259,                0.72978,                0.78842,                0.48698,                 1.5729,                 1.8515,                 1.8845,              0.0049611,              0.0049611,              0.0049611
                    179,                 1.3175,                 1.6132,                 1.6323,                 0.8479,                0.70511,                 0.7821,                0.47835,                  1.592,                 1.9352,                 1.9055,              0.0049167,              0.0049167,              0.0049167
                    180,                 1.3108,                 1.6285,                 1.6336,                0.79664,                0.73277,                0.78606,                0.48538,                  1.566,                 1.8772,                 1.8932,              0.0048723,              0.0048723,              0.0048723
                    181,                  1.286,                 1.5624,                 1.5959,                0.85901,                0.72265,                0.80228,                0.50028,                  1.553,                 1.8227,                 1.8776,              0.0048279,              0.0048279,              0.0048279
                    182,                 1.2807,                 1.5308,                 1.5994,                0.84728,                0.72981,                0.80442,                0.49491,                 1.5669,                 1.8252,                 1.8806,              0.0047835,              0.0047835,              0.0047835
                    183,                 1.2734,                 1.5321,                 1.5899,                0.85875,                0.72807,                0.79605,                0.48559,                 1.5974,                 1.8331,                  1.901,              0.0047392,              0.0047392,              0.0047392
                    184,                 1.2932,                 1.5703,                 1.6112,                0.82455,                0.73675,                0.79535,                0.49039,                 1.5664,                 1.8207,                 1.8871,              0.0046949,              0.0046949,              0.0046949
                    185,                 1.3029,                 1.6032,                 1.6227,                0.83369,                0.73226,                0.79962,                0.48909,                 1.5709,                 1.8233,                 1.8974,              0.0046506,              0.0046506,              0.0046506
                    186,                 1.3027,                 1.5546,                 1.5981,                0.81672,                0.72502,                0.79252,                 0.4887,                 1.5712,                 1.8173,                 1.8754,              0.0046063,              0.0046063,              0.0046063
                    187,                 1.2757,                 1.5231,                 1.5916,                0.80405,                0.73844,                0.79627,                0.49118,                 1.5812,                 1.8299,                 1.8962,              0.0045621,              0.0045621,              0.0045621
                    188,                 1.2864,                 1.5149,                 1.5738,                0.83513,                 0.7368,                0.79326,                0.49105,                   1.58,                 1.8273,                 1.8971,              0.0045179,              0.0045179,              0.0045179
                    189,                 1.2961,                 1.5509,                 1.6092,                0.83985,                0.71859,                0.78408,                0.48248,                 1.5935,                 1.8522,                 1.9218,              0.0044737,              0.0044737,              0.0044737
                    190,                 1.2839,                 1.5315,                 1.6043,                0.78835,                 0.7482,                0.79935,                0.48841,                 1.5816,                 1.8416,                 1.9017,              0.0044296,              0.0044296,              0.0044296
                    191,                 1.2804,                 1.5402,                 1.5936,                0.82041,                0.72738,                 0.7875,                0.48827,                 1.5736,                 1.8145,                 1.8867,              0.0043855,              0.0043855,              0.0043855
                    192,                 1.2849,                 1.5578,                 1.6137,                0.80115,                0.75398,                0.79303,                0.48462,                 1.5823,                 1.8361,                 1.9044,              0.0043415,              0.0043415,              0.0043415
                    193,                 1.2788,                 1.5615,                 1.5887,                0.84316,                0.73213,                0.79972,                 0.4869,                 1.5789,                 1.8355,                 1.8974,              0.0042976,              0.0042976,              0.0042976
                    194,                 1.2633,                 1.5176,                 1.5947,                0.80784,                0.74192,                0.79861,                0.49706,                 1.5575,                 1.7871,                 1.8723,              0.0042537,              0.0042537,              0.0042537
                    195,                 1.2858,                 1.5749,                 1.6074,                0.84319,                0.72922,                 0.7977,                0.49822,                 1.5523,                  1.775,                 1.8894,              0.0042099,              0.0042099,              0.0042099
                    196,                 1.2782,                 1.5045,                 1.5929,                0.82298,                0.74598,                0.79708,                 0.4953,                 1.5735,                 1.7789,                 1.9199,              0.0041661,              0.0041661,              0.0041661
                    197,                 1.3002,                 1.5815,                 1.6068,                0.81217,                0.73994,                0.79335,                0.48654,                 1.5869,                 1.8207,                 1.9102,              0.0041225,              0.0041225,              0.0041225
                    198,                 1.2531,                 1.5182,                 1.5818,                0.85191,                 0.7204,                0.80355,                0.49459,                 1.5695,                 1.7773,                 1.8958,              0.0040789,              0.0040789,              0.0040789
                    199,                 1.2836,                 1.5576,                 1.6013,                0.82331,                0.72447,                0.79521,                0.49269,                   1.57,                 1.8156,                 1.8924,              0.0040353,              0.0040353,              0.0040353
                    200,                  1.277,                 1.5468,                 1.5905,                0.82354,                0.75043,                0.79924,                0.49645,                 1.5705,                 1.8402,                 1.8958,              0.0039919,              0.0039919,              0.0039919
                    201,                 1.2634,                 1.5235,                 1.5807,                 0.8194,                0.75273,                0.80539,                0.50032,                 1.5426,                 1.7724,                 1.8695,              0.0039485,              0.0039485,              0.0039485
                    202,                 1.2483,                 1.4642,                 1.5658,                0.82326,                0.76449,                0.81233,                 0.4999,                  1.561,                 1.7607,                 1.8885,              0.0039052,              0.0039052,              0.0039052
                    203,                 1.2617,                 1.4994,                 1.5854,                0.85494,                0.74127,                0.81105,                0.49869,                 1.5617,                 1.7483,                 1.8743,              0.0038621,              0.0038621,              0.0038621
                    204,                 1.2489,                 1.4914,                 1.5704,                0.82978,                0.75043,                0.80688,                0.50875,                 1.5385,                 1.7998,                 1.8608,               0.003819,               0.003819,               0.003819
                    205,                 1.2609,                 1.4928,                 1.5721,                0.80573,                0.75856,                0.79816,                0.50102,                 1.5502,                 1.7662,                 1.8705,               0.003776,               0.003776,               0.003776
                    206,                 1.2495,                 1.4564,                 1.5672,                0.81188,                0.75852,                0.81444,                0.49927,                 1.5627,                 1.7842,                  1.886,              0.0037331,              0.0037331,              0.0037331
                    207,                 1.2588,                 1.5096,                  1.589,                 0.8373,                0.74789,                0.80048,                  0.498,                 1.5622,                 1.7488,                 1.9013,              0.0036903,              0.0036903,              0.0036903
                    208,                 1.2434,                 1.4573,                 1.5655,                0.83771,                0.74321,                0.80387,                0.50286,                  1.555,                 1.7667,                 1.8848,              0.0036477,              0.0036477,              0.0036477
                    209,                 1.2728,                 1.5234,                 1.5896,                0.83084,                0.74215,                0.79307,                0.49624,                 1.5598,                 1.7863,                 1.9013,              0.0036051,              0.0036051,              0.0036051
                    210,                 1.2704,                 1.5138,                 1.5887,                0.84408,                0.73202,                0.79794,                 0.4914,                 1.5719,                 1.7989,                 1.9073,              0.0035627,              0.0035627,              0.0035627
                    211,                 1.2385,                 1.4727,                 1.5668,                0.84927,                0.73775,                0.80312,                0.49677,                 1.5784,                 1.7907,                 1.9006,              0.0035204,              0.0035204,              0.0035204
                    212,                 1.2335,                 1.4545,                 1.5654,                0.85213,                0.73165,                0.80639,                0.50214,                 1.5643,                 1.7587,                 1.8886,              0.0034782,              0.0034782,              0.0034782
                    213,                 1.2476,                 1.4557,                 1.5674,                0.84651,                0.72495,                 0.7949,                0.49894,                 1.5607,                   1.76,                 1.8932,              0.0034361,              0.0034361,              0.0034361
                    214,                 1.2365,                 1.4452,                 1.5684,                0.84322,                0.74224,                0.80206,                0.50312,                 1.5461,                 1.7442,                  1.872,              0.0033942,              0.0033942,              0.0033942
                    215,                 1.2358,                 1.4378,                 1.5578,                0.82347,                0.74709,                0.80457,                 0.5027,                  1.563,                 1.7562,                 1.8953,              0.0033524,              0.0033524,              0.0033524
                    216,                 1.2302,                 1.4517,                 1.5722,                0.82349,                0.75931,                0.80085,                0.50158,                 1.5595,                 1.7481,                 1.8782,              0.0033107,              0.0033107,              0.0033107
                    217,                 1.2242,                 1.4534,                 1.5547,                0.85879,                0.73324,                0.80168,                0.50199,                  1.551,                 1.7559,                 1.8739,              0.0032692,              0.0032692,              0.0032692
                    218,                 1.2097,                 1.4177,                 1.5491,                0.81941,                0.75771,                 0.8074,                 0.5008,                 1.5508,                 1.7863,                 1.8702,              0.0032278,              0.0032278,              0.0032278
                    219,                 1.2357,                 1.4309,                 1.5589,                0.85146,                0.74295,                0.80979,                0.50573,                 1.5507,                 1.7487,                 1.8914,              0.0031865,              0.0031865,              0.0031865
                    220,                 1.2292,                 1.4539,                 1.5661,                0.87488,                 0.7203,                0.80919,                0.50088,                 1.5619,                 1.7627,                 1.8939,              0.0031455,              0.0031455,              0.0031455
                    221,                  1.206,                 1.4017,                 1.5421,                0.86684,                0.72684,                0.80858,                0.50108,                  1.551,                 1.7538,                  1.878,              0.0031045,              0.0031045,              0.0031045
                    222,                 1.2173,                 1.4306,                 1.5447,                0.82074,                0.75784,                 0.8059,                0.49868,                 1.5558,                 1.7256,                  1.887,              0.0030637,              0.0030637,              0.0030637
                    223,                 1.2113,                 1.3963,                 1.5257,                0.82873,                0.75851,                0.80817,                0.50357,                 1.5583,                 1.7456,                 1.8914,              0.0030231,              0.0030231,              0.0030231
                    224,                 1.2086,                 1.3859,                 1.5408,                0.85325,                0.73852,                0.81276,                0.50696,                 1.5593,                 1.7178,                 1.8843,              0.0029827,              0.0029827,              0.0029827
                    225,                 1.2146,                 1.3993,                 1.5365,                0.84076,                0.74683,                 0.8118,                0.50561,                 1.5554,                 1.7006,                 1.8799,              0.0029424,              0.0029424,              0.0029424
                    226,                 1.2252,                 1.4246,                 1.5614,                0.84359,                0.75707,                0.81461,                0.50499,                  1.568,                 1.7276,                 1.8867,              0.0029023,              0.0029023,              0.0029023
                    227,                 1.2211,                 1.4056,                 1.5382,                0.85234,                0.75509,                0.81439,                0.50868,                 1.5456,                 1.6929,                 1.8734,              0.0028623,              0.0028623,              0.0028623
                    228,                 1.2063,                 1.3944,                 1.5378,                0.81583,                0.76928,                0.80476,                0.50449,                 1.5508,                  1.733,                 1.8705,              0.0028226,              0.0028226,              0.0028226
                    229,                 1.2131,                 1.4381,                 1.5418,                0.85512,                0.72675,                0.80533,                    0.5,                 1.5505,                 1.7225,                 1.8804,               0.002783,               0.002783,               0.002783
                    230,                 1.1952,                 1.3734,                 1.5253,                0.81153,                0.76437,                0.80403,                 0.4965,                 1.5569,                 1.7392,                 1.8885,              0.0027436,              0.0027436,              0.0027436
                    231,                 1.2066,                 1.4163,                 1.5313,                0.83412,                0.74782,                0.79893,                0.49683,                 1.5424,                   1.74,                 1.8829,              0.0027044,              0.0027044,              0.0027044
                    232,                 1.1982,                 1.3918,                 1.5443,                0.84299,                0.74216,                0.80671,                0.49994,                 1.5719,                 1.7604,                 1.9069,              0.0026653,              0.0026653,              0.0026653
                    233,                 1.2108,                 1.3981,                 1.5522,                0.87091,                0.71976,                0.79881,                0.49588,                 1.5633,                 1.7749,                 1.8969,              0.0026265,              0.0026265,              0.0026265
                    234,                 1.1706,                 1.3631,                 1.5195,                0.85204,                0.73728,                0.80198,                0.49944,                 1.5629,                 1.7411,                 1.8892,              0.0025878,              0.0025878,              0.0025878
                    235,                 1.2081,                 1.3928,                 1.5309,                0.85746,                0.73257,                 0.8044,                0.50114,                 1.5562,                 1.7258,                 1.8932,              0.0025494,              0.0025494,              0.0025494
                    236,                 1.2004,                 1.3811,                 1.5482,                0.84436,                 0.7441,                0.80281,                0.50531,                 1.5596,                 1.7503,                 1.8904,              0.0025111,              0.0025111,              0.0025111
                    237,                 1.1996,                 1.3882,                 1.5598,                0.86115,                0.75551,                0.81405,                0.51338,                 1.5404,                 1.7021,                 1.8837,              0.0024731,              0.0024731,              0.0024731
                    238,                  1.162,                 1.3551,                 1.5108,                0.85878,                0.74418,                0.80157,                0.50515,                 1.5585,                 1.7509,                 1.9008,              0.0024353,              0.0024353,              0.0024353
                    239,                 1.1867,                  1.381,                 1.5285,                0.83614,                 0.7469,                0.80038,                0.49794,                 1.5733,                 1.7507,                 1.9112,              0.0023977,              0.0023977,              0.0023977
                    240,                 1.1956,                 1.3797,                 1.5308,                 0.8393,                0.74286,                0.80634,                0.50211,                   1.56,                 1.7147,                 1.9015,              0.0023603,              0.0023603,              0.0023603
                    241,                  1.173,                 1.3561,                 1.5248,                0.80335,                0.77473,                0.80403,                0.50382,                 1.5501,                 1.7362,                  1.898,              0.0023231,              0.0023231,              0.0023231
                    242,                 1.1793,                 1.3441,                 1.5243,                0.83903,                0.75894,                0.81358,                0.50514,                  1.572,                 1.6885,                 1.9207,              0.0022861,              0.0022861,              0.0022861
                    243,                  1.195,                  1.394,                 1.5272,                0.84129,                 0.7469,                0.81276,                0.50041,                 1.5713,                 1.6931,                 1.9006,              0.0022493,              0.0022493,              0.0022493
                    244,                  1.166,                 1.3333,                  1.507,                0.82696,                0.75461,                0.80976,                0.50521,                 1.5557,                 1.7063,                 1.8902,              0.0022128,              0.0022128,              0.0022128
                    245,                 1.1753,                  1.369,                 1.5188,                0.81261,                0.76453,                0.81171,                0.50977,                 1.5484,                  1.702,                  1.897,              0.0021765,              0.0021765,              0.0021765
                    246,                 1.1792,                 1.3538,                 1.5256,                0.85214,                0.73088,                0.80412,                0.50153,                 1.5544,                 1.7252,                 1.8973,              0.0021405,              0.0021405,              0.0021405
                    247,                 1.1842,                 1.3532,                 1.5249,                0.86789,                0.72686,                0.80961,                0.50406,                 1.5677,                 1.7146,                 1.8924,              0.0021046,              0.0021046,              0.0021046
                    248,                 1.1706,                 1.3605,                 1.5135,                 0.8524,                0.73684,                0.80692,                0.50483,                 1.5674,                 1.7235,                 1.9023,               0.002069,               0.002069,               0.002069
                    249,                 1.1724,                 1.3389,                 1.5079,                0.85652,                0.73964,                0.81049,                0.50601,                 1.5467,                 1.6941,                 1.8933,              0.0020337,              0.0020337,              0.0020337
                    250,                 1.1631,                 1.3224,                 1.5111,                0.85818,                0.74228,                0.81076,                0.50665,                 1.5391,                 1.7241,                 1.8819,              0.0019986,              0.0019986,              0.0019986
                    251,                 1.1523,                  1.311,                 1.5065,                0.84192,                0.74701,                0.80684,                0.50268,                 1.5434,                 1.7379,                 1.8805,              0.0019637,              0.0019637,              0.0019637
                    252,                 1.1773,                  1.357,                 1.5169,                0.84362,                0.75487,                0.80817,                0.50511,                 1.5471,                 1.7269,                  1.884,              0.0019291,              0.0019291,              0.0019291
                    253,                 1.1591,                 1.3401,                 1.5153,                0.84902,                0.73658,                0.80716,                0.50553,                 1.5492,                 1.7473,                 1.8923,              0.0018948,              0.0018948,              0.0018948
                    254,                 1.1666,                 1.3182,                 1.5029,                0.84517,                 0.7371,                0.81322,                 0.5089,                 1.5357,                 1.7108,                  1.884,              0.0018606,              0.0018606,              0.0018606
                    255,                 1.1504,                  1.325,                    1.5,                 0.8578,                0.74274,                0.80921,                0.50934,                 1.5393,                 1.7452,                 1.8748,              0.0018268,              0.0018268,              0.0018268
                    256,                  1.174,                 1.3256,                 1.5035,                0.84666,                0.73208,                0.81091,                0.50786,                 1.5445,                 1.7348,                 1.8865,              0.0017932,              0.0017932,              0.0017932
                    257,                 1.1535,                 1.3291,                  1.504,                0.84622,                0.73579,                0.80623,                0.50666,                 1.5389,                 1.7056,                 1.8842,              0.0017599,              0.0017599,              0.0017599
                    258,                  1.177,                 1.3426,                 1.5063,                0.86076,                0.74032,                0.80447,                0.50313,                 1.5449,                  1.699,                 1.8933,              0.0017268,              0.0017268,              0.0017268
                    259,                 1.1625,                 1.3457,                 1.5051,                0.84669,                0.74816,                0.80964,                0.50497,                 1.5515,                 1.6845,                 1.8906,               0.001694,               0.001694,               0.001694
                    260,                 1.1445,                  1.315,                  1.501,                0.83409,                0.75051,                0.80462,                0.50997,                  1.538,                 1.6882,                 1.8819,              0.0016615,              0.0016615,              0.0016615
                    261,                 1.1401,                 1.2948,                 1.5028,                0.83457,                0.75635,                0.80951,                0.50874,                 1.5383,                 1.6689,                 1.8779,              0.0016292,              0.0016292,              0.0016292
                    262,                 1.1579,                 1.3152,                 1.4916,                0.84583,                0.74008,                0.81021,                0.50407,                 1.5491,                 1.6795,                 1.8866,              0.0015973,              0.0015973,              0.0015973
                    263,                  1.143,                 1.3043,                 1.4967,                0.80665,                0.76233,                0.79915,                0.49945,                  1.555,                 1.7387,                 1.8897,              0.0015656,              0.0015656,              0.0015656
                    264,                 1.1622,                 1.3069,                 1.4955,                0.87232,                 0.7213,                0.79937,                0.50059,                 1.5541,                 1.7368,                   1.91,              0.0015341,              0.0015341,              0.0015341
                    265,                 1.1336,                 1.2959,                 1.4999,                0.83015,                0.75822,                0.80725,                0.50722,                 1.5434,                 1.6756,                 1.8892,               0.001503,               0.001503,               0.001503
                    266,                 1.1262,                 1.2771,                 1.4831,                0.83496,                0.74562,                0.80788,                0.50997,                 1.5414,                 1.6839,                  1.874,              0.0014722,              0.0014722,              0.0014722
                    267,                 1.1367,                 1.2918,                 1.5012,                0.85381,                0.73298,                0.80294,                 0.5073,                 1.5339,                 1.6807,                 1.8786,              0.0014416,              0.0014416,              0.0014416
                    268,                 1.1314,                 1.2911,                 1.4826,                0.82458,                0.75319,                0.80573,                0.50346,                 1.5417,                 1.6965,                 1.8765,              0.0014113,              0.0014113,              0.0014113
                    269,                  1.142,                 1.2994,                 1.4931,                0.84157,                0.75025,                0.81274,                0.50922,                  1.533,                 1.6714,                 1.8723,              0.0013814,              0.0013814,              0.0013814
                    270,                 1.1254,                  1.282,                 1.4826,                0.85378,                0.73601,                0.81196,                0.50753,                 1.5369,                 1.6898,                 1.8722,              0.0013517,              0.0013517,              0.0013517
                    271,                 1.1294,                 1.2643,                 1.4837,                0.85047,                0.74162,                0.80934,                0.50554,                 1.5451,                 1.6677,                 1.8855,              0.0013223,              0.0013223,              0.0013223
                    272,                 1.1409,                 1.2806,                 1.4792,                 0.8565,                0.73886,                0.81275,                0.51245,                 1.5388,                 1.6515,                 1.8822,              0.0012932,              0.0012932,              0.0012932
                    273,                 1.1254,                 1.2771,                 1.4869,                0.83499,                0.75072,                0.80898,                0.50321,                 1.5513,                 1.6714,                 1.8868,              0.0012644,              0.0012644,              0.0012644
                    274,                 1.1388,                  1.273,                 1.4847,                 0.8525,                0.74833,                 0.8119,                0.50716,                 1.5451,                 1.6779,                 1.8922,               0.001236,               0.001236,               0.001236
                    275,                 1.1369,                 1.2863,                 1.4818,                0.84777,                0.75169,                0.81329,                0.50923,                 1.5447,                 1.6724,                 1.8897,              0.0012078,              0.0012078,              0.0012078
                    276,                 1.1193,                 1.2748,                 1.4686,                0.84709,                0.74357,                0.80736,                0.50743,                 1.5487,                 1.6889,                  1.891,              0.0011799,              0.0011799,              0.0011799
                    277,                 1.1161,                 1.2643,                 1.4757,                0.85122,                0.74167,                0.81066,                 0.5091,                 1.5375,                 1.6906,                 1.8864,              0.0011524,              0.0011524,              0.0011524
                    278,                 1.1323,                 1.2681,                 1.4912,                0.84489,                  0.751,                0.81028,                 0.5081,                 1.5389,                 1.6823,                  1.887,              0.0011252,              0.0011252,              0.0011252
                    279,                 1.1204,                 1.2454,                 1.4703,                0.84362,                0.74881,                0.80839,                0.50924,                 1.5273,                 1.6851,                 1.8747,              0.0010982,              0.0010982,              0.0010982
                    280,                 1.1081,                 1.2645,                 1.4754,                 0.8636,                0.74392,                 0.8107,                0.51086,                 1.5384,                 1.6814,                 1.8826,              0.0010716,              0.0010716,              0.0010716
                    281,                 1.1251,                 1.2699,                 1.4788,                0.84064,                0.75812,                0.81135,                0.51127,                  1.532,                  1.651,                 1.8749,              0.0010454,              0.0010454,              0.0010454
                    282,                 1.1049,                 1.2605,                 1.4833,                0.83375,                0.74998,                0.80674,                0.50749,                 1.5377,                 1.6878,                 1.8878,              0.0010194,              0.0010194,              0.0010194
