date,frame_id,human_id,processing_time,violation_type,violation_probability,screenshot_path
2025-11-21,4,human_1,14:42:04.561,no_helmet,0.75,frames/frame_000004.jpg
2025-11-21,6,human_1,14:42:05.594,no_gloves,0.8,frames/frame_000006.jpg
2025-11-21,30,human_2,14:42:17.926,no_vest,0.66,frames/frame_000030.jpg
2025-11-21,36,human_2,14:42:21.167,no_gloves,0.78,frames/frame_000036.jpg
2025-11-21,56,human_3,14:42:31.487,no_vest,0.72,frames/frame_000056.jpg
2025-11-21,58,human_3,14:42:32.487,no_helmet,0.79,frames/frame_000058.jpg
2025-11-21,73,human_3,14:42:40.201,no_gloves,0.76,frames/frame_000073.jpg
2025-11-21,90,human_4,14:42:48.919,no_vest,0.67,frames/frame_000090.jpg
2025-11-21,94,human_4,14:42:50.937,no_helmet,0.69,frames/frame_000094.jpg
