date,frame_id,human_id,processing_time,violation_type,violation_probability,screenshot_path
2025-11-21,17,human_1,18:00:14.339,no_helmet,0.8,frames/frame_000017.jpg
2025-11-21,17,human_1,18:00:14.339,no_vest,0.69,frames/frame_000017.jpg
2025-11-21,25,human_1,18:00:18.446,no_gloves,0.86,frames/frame_000025.jpg
2025-11-21,34,human_2,18:00:23.012,no_helmet,0.76,frames/frame_000034.jpg
2025-11-21,34,human_2,18:00:23.012,no_vest,0.7,frames/frame_000034.jpg
2025-11-21,42,human_3,18:00:27.113,no_helmet,0.79,frames/frame_000042.jpg
2025-11-21,42,human_3,18:00:27.113,no_vest,0.65,frames/frame_000042.jpg
2025-11-21,49,human_4,18:00:30.683,no_helmet,0.83,frames/frame_000049.jpg
2025-11-21,49,human_4,18:00:30.683,no_vest,0.82,frames/frame_000049.jpg
2025-11-21,99,human_5,18:00:56.215,no_helmet,0.8,frames/frame_000099.jpg
2025-11-21,103,human_6,18:00:58.250,no_helmet,0.81,frames/frame_000103.jpg
2025-11-21,103,human_6,18:00:58.250,no_vest,0.77,frames/frame_000103.jpg
2025-11-21,110,human_6,18:01:01.843,no_gloves,0.77,frames/frame_000110.jpg
2025-11-21,154,human_7,18:01:24.210,no_helmet,0.81,frames/frame_000154.jpg
2025-11-21,157,human_8,18:01:25.785,no_helmet,0.82,frames/frame_000157.jpg
2025-11-21,171,human_9,18:01:32.923,no_helmet,0.81,frames/frame_000171.jpg
2025-11-21,171,human_9,18:01:32.924,no_vest,0.76,frames/frame_000171.jpg
2025-11-21,183,human_9,18:01:39.067,no_gloves,0.87,frames/frame_000183.jpg
